ds,Naive,origin,SeasonalNaive,ARIMA,SARIMA,SES,ETS AAA,ETS MAM,ETS MMM,ETS MAdM,HistoricAverage,WindowAverage,AutoARIMA,AutoETS,Damped AutoETS,AutoCES,AutoTheta,SESOpt,SeasonalES,SeasESOpt,RWD,unique_id,LightGBM,CatBoost,XgBoost,RandomForest,TimeGPT
1960-02-29 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,535.0,138,,,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,535.0,138,,,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,535.0,138,,,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,535.0,138,,,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,535.0,138,,,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,535.0,138,,,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,337.0,120,,,,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,405.0,132,,,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,340.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,318.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,362.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,348.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,363.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,435.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,491.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,505.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,404.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,359.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,310.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,337.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,120,340.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,120,318.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,120,362.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,120,348.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,120,363.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,120,435.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,120,491.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,120,505.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,120,404.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,120,359.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,120,310.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,120,337.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,340.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,318.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,362.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,123,348.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,123,363.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,123,435.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,491.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,505.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,404.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,129,359.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,129,310.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,129,337.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,360.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,342.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,406.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,135,396.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,135,420.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,135,472.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,548.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,559.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,463.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,141,407.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,141,362.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,141,405.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,340.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,318.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,362.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,348.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,363.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,435.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,491.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,505.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,404.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,126,359.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,126,310.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,126,337.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,360.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,342.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,406.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,396.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,420.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,472.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,548.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,559.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,463.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,138,407.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,138,362.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,138,405.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,340.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,318.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,362.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,348.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,363.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,435.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,491.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,505.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,404.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,359.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,310.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,337.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,360.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,342.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,406.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,396.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,420.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,472.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,132,548.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,132,559.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,132,463.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,132,407.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,132,362.0,,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,132,405.0,,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,336.11758,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,313.95956,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,346.4411,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,333.7041,,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,354.35754,,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,416.89142,,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,,459.89438,,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,,464.44485,,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,,383.50586,,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,,351.14175,,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,,318.986,,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,,339.04895,,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,120,,334.48273,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,120,,313.24606,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,120,,337.2025,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,120,,326.77078,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,120,,350.1038,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,120,,403.27695,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,120,,435.30716,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,120,,433.95566,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,120,,369.75583,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,120,,347.5244,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,120,,326.92758,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,120,,341.18307,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,336.11758,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,313.95956,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,346.4411,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,123,,392.5147,,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,123,,404.2406,,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,123,,467.1808,,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,,508.28262,,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,,515.0034,,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,,431.4935,,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,129,,426.9303,,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,129,,385.89603,,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,129,,409.62875,,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,420.53992,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,407.05804,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,454.52396,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,135,,414.69586,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,135,,440.4842,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,135,,477.92587,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,,588.1886,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,,589.3687,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,,516.79175,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,141,,461.60864,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,141,,432.73297,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,141,,471.15796,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,336.11758,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,313.95956,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,346.4411,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,333.7041,,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,354.35754,,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,416.89142,,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,126,,508.28262,,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,126,,515.0034,,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,126,,431.4935,,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,126,,395.2391,,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,126,,359.98245,,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,126,,383.0668,,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,420.53992,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,407.05804,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,454.52396,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,,447.8364,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,,469.2893,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,,506.05396,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,138,,588.1886,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,138,,589.3687,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,138,,516.79175,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,138,,470.50055,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,138,,437.27386,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,138,,474.718,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,336.11758,,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,313.95956,,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,346.4411,,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,333.7041,,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,354.35754,,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,416.89142,,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,,459.89438,,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,,464.44485,,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,,383.50586,,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,,351.14175,,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,,318.986,,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,,339.04895,,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,132,,420.53992,,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,132,,407.05804,,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,132,,454.52396,,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,132,,447.8364,,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,132,,469.2893,,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,132,,506.05396,,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,132,,564.43427,,,,,,,,,,,,,,,,,,,,,,,
1960-08-31 00:00:00,,132,,570.8834,,,,,,,,,,,,,,,,,,,,,,,
1960-09-30 00:00:00,,132,,496.5472,,,,,,,,,,,,,,,,,,,,,,,
1960-10-31 00:00:00,,132,,451.01782,,,,,,,,,,,,,,,,,,,,,,,
1960-11-30 00:00:00,,132,,415.31793,,,,,,,,,,,,,,,,,,,,,,,
1960-12-31 00:00:00,,132,,452.5991,,,,,,,,,,,,,,,,,,,,,,,
1959-01-31 00:00:00,,120,,,342.53403,,,,,,,,,,,,,,,,,,,,,,
1959-02-28 00:00:00,,120,,,320.93002,,,,,,,,,,,,,,,,,,,,,,
1959-03-31 00:00:00,,120,,,365.41858,,,,,,,,,,,,,,,,,,,,,,
1959-04-30 00:00:00,,120,,,351.71353,,,,,,,,,,,,,,,,,,,,,,
1959-05-31 00:00:00,,120,,,366.3282,,,,,,,,,,,,,,,,,,,,,,
1959-06-30 00:00:00,,120,,,438.0643,,,,,,,,,,,,,,,,,,,,,,
1959-07-31 00:00:00,,120,,,493.4381,,,,,,,,,,,,,,,,,,,,,,
1959-08-31 00:00:00,,120,,,506.84396,,,,,,,,,,,,,,,,,,,,,,
1959-09-30 00:00:00,,120,,,407.68192,,,,,,,,,,,,,,,,,,,,,,
1959-10-31 00:00:00,,120,,,362.1306,,,,,,,,,,,,,,,,,,,,,,
1959-11-30 00:00:00,,120,,,313.47916,,,,,,,,,,,,,,,,,,,,,,
1959-12-31 00:00:00,,120,,,340.67896,,,,,,,,,,,,,,,,,,,,,,
1960-01-31 00:00:00,,120,,,346.15106,,,,,,,,,,,,,,,,,,,,,,
1960-02-29 00:00:00,,120,,,324.54706,,,,,,,,,,,,,,,,,,,,,,
1960-03-31 00:00:00,,120,,,369.0356,,,,,,,,,,,,,,,,,,,,,,
1960-04-30 00:00:00,,120,,,355.33057,,,,,,,,,,,,,,,,,,,,,,
1960-05-31 00:00:00,,120,,,369.94522,,,,,,,,,,,,,,,,,,,,,,
1960-06-30 00:00:00,,120,,,441.68134,,,,,,,,,,,,,,,,,,,,,,
1960-07-31 00:00:00,,120,,,497.05515,,,,,,,,,,,,,,,,,,,,,,
